UTC,Date,Local,Away,Home,Venue,TZ,Description
2023-04-29T17:10:00+00:00,2023-04-29,01:10 PM,Baltimore Orioles,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-04-29T18:10:00+00:00,2023-04-29,01:10 PM,Kansas City Royals,Minnesota Twins,Target Field,US/Central,Regular Season
2023-04-29T19:07:00+00:00,2023-04-29,03:07 PM,Seattle Mariners,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-04-29T20:05:00+00:00,2023-04-29,04:05 PM,Atlanta Braves,New York Mets,Citi Field,US/Eastern,Regular Season
2023-04-29T20:05:00+00:00,2023-04-29,04:05 PM,Chicago Cubs,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-04-29T20:07:00+00:00,2023-04-29,01:07 PM,Cincinnati Reds,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-04-29T20:10:00+00:00,2023-04-29,04:10 PM,Cleveland Guardians,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-04-29T23:05:00+00:00,2023-04-29,05:05 PM,New York Yankees,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-04-29T23:10:00+00:00,2023-04-29,06:10 PM,Tampa Bay Rays,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-04-29T23:10:00+00:00,2023-04-29,06:10 PM,Los Angeles Angels,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-04-30T00:10:00+00:00,2023-04-29,06:10 PM,Arizona Diamondbacks,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-04-30T01:10:00+00:00,2023-04-29,06:10 PM,St. Louis Cardinals,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-04-29T21:05:00+00:00,2023-04-29,03:05 PM,San Francisco Giants,San Diego Padres,Estadio Alfredo Harp Helu,Mexico/General,Regular Season
2023-04-29T23:10:00+00:00,2023-04-29,05:10 PM,Philadelphia Phillies,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-04-30T17:35:00+00:00,2023-04-30,01:35 PM,Cleveland Guardians,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-04-30T17:35:00+00:00,2023-04-30,01:35 PM,Pittsburgh Pirates,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-04-30T17:37:00+00:00,2023-04-30,01:37 PM,Seattle Mariners,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-04-30T17:40:00+00:00,2023-04-30,01:40 PM,Baltimore Orioles,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-04-30T17:40:00+00:00,2023-04-30,01:40 PM,Atlanta Braves,New York Mets,Citi Field,US/Eastern,Regular Season
2023-04-30T17:40:00+00:00,2023-04-30,01:40 PM,Chicago Cubs,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-04-30T18:10:00+00:00,2023-04-30,01:10 PM,Kansas City Royals,Minnesota Twins,Target Field,US/Central,Regular Season
2023-04-30T18:10:00+00:00,2023-04-30,01:10 PM,Tampa Bay Rays,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-04-30T18:10:00+00:00,2023-04-30,01:10 PM,Los Angeles Angels,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-04-30T18:35:00+00:00,2023-04-30,12:35 PM,New York Yankees,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-04-30T19:10:00+00:00,2023-04-30,01:10 PM,Arizona Diamondbacks,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-04-30T20:07:00+00:00,2023-04-30,01:07 PM,Cincinnati Reds,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-04-30T20:10:00+00:00,2023-04-30,01:10 PM,St. Louis Cardinals,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-04-30T19:05:00+00:00,2023-04-30,01:05 PM,San Francisco Giants,San Diego Padres,Estadio Alfredo Harp Helu,Mexico/General,Regular Season
2023-04-30T23:08:00+00:00,2023-04-30,05:08 PM,Philadelphia Phillies,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-05-01T17:10:00+00:00,2023-05-01,01:10 PM,Atlanta Braves,New York Mets,Citi Field,US/Eastern,Regular Season
2023-05-01T23:05:00+00:00,2023-05-01,07:05 PM,Chicago Cubs,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-05-01T23:05:00+00:00,2023-05-01,07:05 PM,Cleveland Guardians,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-05-01T23:10:00+00:00,2023-05-01,07:10 PM,Toronto Blue Jays,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-05-02T01:40:00+00:00,2023-05-01,06:40 PM,Cincinnati Reds,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-05-02T02:10:00+00:00,2023-05-01,07:10 PM,Philadelphia Phillies,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-05-02T00:10:00+00:00,2023-05-01,06:10 PM,San Francisco Giants,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-05-02T22:40:00+00:00,2023-05-02,06:40 PM,New York Mets,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-05-02T22:40:00+00:00,2023-05-02,06:40 PM,Pittsburgh Pirates,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-05-02T22:40:00+00:00,2023-05-02,06:40 PM,Atlanta Braves,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-05-02T23:05:00+00:00,2023-05-02,07:05 PM,Chicago Cubs,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-05-02T23:05:00+00:00,2023-05-02,07:05 PM,Cleveland Guardians,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-05-02T23:10:00+00:00,2023-05-02,07:10 PM,Toronto Blue Jays,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-05-02T23:10:00+00:00,2023-05-02,06:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-05-02T23:40:00+00:00,2023-05-02,06:40 PM,Baltimore Orioles,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-05-02T23:45:00+00:00,2023-05-02,06:45 PM,Los Angeles Angels,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-05-03T00:05:00+00:00,2023-05-02,06:05 PM,Arizona Diamondbacks,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-05-03T00:40:00+00:00,2023-05-02,06:40 PM,Milwaukee Brewers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-05-03T01:40:00+00:00,2023-05-02,06:40 PM,Cincinnati Reds,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-05-03T01:40:00+00:00,2023-05-02,06:40 PM,Seattle Mariners,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-05-03T02:10:00+00:00,2023-05-02,07:10 PM,Philadelphia Phillies,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-05-03T00:10:00+00:00,2023-05-02,06:10 PM,San Francisco Giants,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-05-03T18:05:00+00:00,2023-05-03,12:05 PM,Arizona Diamondbacks,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-05-03T20:10:00+00:00,2023-05-03,01:10 PM,Cincinnati Reds,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-05-03T20:10:00+00:00,2023-05-03,01:10 PM,Philadelphia Phillies,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-05-03T22:40:00+00:00,2023-05-03,06:40 PM,New York Mets,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-05-03T22:40:00+00:00,2023-05-03,06:40 PM,Pittsburgh Pirates,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-05-03T22:40:00+00:00,2023-05-03,06:40 PM,Atlanta Braves,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-05-03T23:05:00+00:00,2023-05-03,07:05 PM,Chicago Cubs,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-05-03T23:05:00+00:00,2023-05-03,07:05 PM,Cleveland Guardians,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-05-03T23:10:00+00:00,2023-05-03,07:10 PM,Toronto Blue Jays,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-05-03T23:10:00+00:00,2023-05-03,06:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-05-03T23:40:00+00:00,2023-05-03,06:40 PM,Baltimore Orioles,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-05-03T23:45:00+00:00,2023-05-03,06:45 PM,Los Angeles Angels,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-05-04T00:40:00+00:00,2023-05-03,06:40 PM,Milwaukee Brewers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-05-04T01:40:00+00:00,2023-05-03,06:40 PM,Seattle Mariners,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-05-03T18:10:00+00:00,2023-05-03,12:10 PM,San Francisco Giants,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-05-04T17:05:00+00:00,2023-05-04,01:05 PM,Chicago Cubs,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-05-04T17:10:00+00:00,2023-05-04,01:10 PM,New York Mets,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-05-04T17:10:00+00:00,2023-05-04,01:10 PM,Pittsburgh Pirates,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-05-04T17:15:00+00:00,2023-05-04,12:15 PM,Los Angeles Angels,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-05-04T18:10:00+00:00,2023-05-04,01:10 PM,Baltimore Orioles,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-05-04T18:10:00+00:00,2023-05-04,01:10 PM,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-05-04T19:10:00+00:00,2023-05-04,01:10 PM,Milwaukee Brewers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
